no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_to_income_ratio,annual_payment,debt_service_ratio,assets_to_loan_ratio,income_per_dependent
5,1,1,7500000,26500000,12,512,16500000.0,2900000,23700000,6000000,0,49100000.0,3.533332862222285,2208333.3333333335,0.29444440518519044,1.8528301187611276,1250000.0
4,1,1,8900000,23400000,18,781,16500000.0,3100000,24900000,5800000,1,50300000.0,2.629213187728855,1300000.0,0.14606739931826973,2.1495725577105746,1780000.0
4,1,1,1800000,5800000,14,305,600000.0,3300000,3600000,2000000,0,9500000.0,3.22222043209976,414285.71428571426,0.23015860229284,1.6379307520809048,360000.0
1,0,1,7600000,27800000,6,447,1300000.0,700000,20100000,10900000,0,33000000.0,3.6578942555402296,4633333.333333333,0.6096490425900382,1.1870503170125786,3800000.0
4,1,1,1200000,4600000,6,757,1900000.0,200000,4800000,1500000,1,8400000.0,3.833330138891551,766666.6666666666,0.6388883564819251,1.8260865595464002,240000.0
5,1,1,2700000,10400000,2,723,2800000.0,700000,10300000,1400000,1,15200000.0,3.8518504252405834,5200000.0,1.9259252126202917,1.4615383210059307,450000.0
1,0,1,4600000,10900000,12,463,1200000.0,1200000,10900000,6600000,0,19900000.0,2.369564702268543,908333.3333333334,0.19746372518904526,1.825687905900192,2300000.0
2,0,0,6900000,18700000,10,699,12800000.0,5700000,21200000,5200000,1,44900000.0,2.7101445347616617,1870000.0,0.27101445347616615,2.401069390317145,2300000.0
4,1,1,8400000,25200000,2,308,8100000.0,9300000,27700000,10500000,1,55600000.0,2.9999996428571856,12600000.0,1.4999998214285928,2.20634911879567,1680000.0
0,1,0,300000,500000,18,702,300000.0,400000,1200000,100000,1,2000000.0,1.6666611111296297,27777.777777777777,0.09259228395164608,3.999992000016,300000.0
2,0,1,9500000,37500000,4,456,10200000.0,16800000,34100000,12900000,1,74000000.0,3.94736800554021,9375000.0,0.9868420013850525,1.9733332807111126,3166666.6666666665
3,1,1,1900000,5900000,8,651,700000.0,2100000,6200000,1500000,1,10500000.0,3.1052615235465666,737500.0,0.3881576904433208,1.7796607153117432,475000.0
3,0,0,4200000,14500000,20,840,4500000.0,5900000,8900000,4600000,1,23900000.0,3.4523801303856834,725000.0,0.17261900651928416,1.6482757483947759,1050000.0
4,1,1,2200000,7900000,18,848,5100000.0,1700000,8500000,1600000,1,16900000.0,3.5909074586784278,438888.8888888889,0.19949485881546822,2.139240235539211,440000.0
5,1,1,7100000,19700000,4,727,7700000.0,12900000,23600000,5800000,1,50000000.0,2.7746474965285217,4925000.0,0.6936618741321304,2.5380709371537598,1183333.3333333333
4,1,0,3500000,11600000,10,335,6300000.0,5200000,10300000,2300000,0,24100000.0,3.314284767347209,1160000.0,0.3314284767347209,2.077586027794308,700000.0
5,0,0,400000,800000,18,304,900000.0,500000,1400000,400000,0,3200000.0,1.9999950000125,44444.444444444445,0.11111083333402778,3.99999500000625,66666.66666666667
2,1,1,8800000,34400000,2,712,10500000.0,12500000,29300000,5900000,1,58200000.0,3.9090904648760834,17200000.0,1.9545452324380417,1.6918604159342903,2933333.3333333335
0,0,0,1800000,6600000,10,737,5000000.0,2000000,6000000,1500000,1,14500000.0,3.6666646296307612,660000.0,0.36666646296307615,2.1969693640955508,1800000.0
1,1,1,7600000,29300000,14,690,13900000.0,4000000,30000000,9100000,1,57000000.0,3.8552626506233354,2092857.142857143,0.27537590361595254,1.9453924250719308,3800000.0
1,1,1,1000000,3200000,4,888,2000000.0,1500000,2200000,1300000,1,7000000.0,3.1999968000032,800000.0,0.7999992000008,2.1874993164064636,500000.0
2,0,1,8200000,27200000,10,839,9200000.0,6400000,25500000,6000000,1,47100000.0,3.317072766210638,2720000.0,0.3317072766210638,1.7316175833964125,2733333.3333333335
5,0,1,3600000,12400000,8,333,8800000.0,1000000,10700000,4000000,0,24500000.0,3.4444434876545866,1550000.0,0.43055543595682333,1.975806292273686,600000.0
5,1,0,9400000,23700000,18,862,21500000.0,3500000,22400000,5600000,1,53000000.0,2.521276327523795,1316666.6666666667,0.14007090708465528,2.2362868254731296,1566666.6666666667
5,0,0,2600000,9100000,4,309,6400000.0,1400000,5900000,3400000,1,17100000.0,3.4999986538466716,2275000.0,0.8749996634616679,1.8791206726241019,433333.3333333333
5,0,0,9500000,30700000,10,823,16300000.0,3700000,30300000,13100000,1,63400000.0,3.231578607202252,3070000.0,0.3231578607202252,2.0651465125359443,1583333.3333333333
0,1,1,3500000,11700000,14,649,2700000.0,700000,11400000,4800000,1,19600000.0,3.342856187755375,835714.2857142857,0.23877544198252676,1.6752135320330315,3500000.0
5,0,1,9800000,35700000,10,726,9400000.0,18900000,31200000,12000000,1,71500000.0,3.642856771137064,3570000.0,0.3642856771137064,2.002801064347309,1633333.3333333333
4,1,0,800000,3100000,18,712,400000.0,700000,1900000,1100000,1,4100000.0,3.8749951562560545,172222.22222222222,0.21527750868089193,1.3225802185225102,160000.0
0,0,0,9700000,37300000,20,701,12100000.0,16200000,24100000,10500000,1,62900000.0,3.845360428313358,1865000.0,0.1922680214156679,1.6863270325381492,9700000.0
3,1,0,6200000,21300000,12,655,6500000.0,11600000,19200000,5000000,1,42300000.0,3.4354833168575296,1775000.0,0.28629027640479415,1.9859153997222816,1550000.0
1,0,1,4400000,16600000,18,385,800000.0,5300000,13400000,5100000,0,24600000.0,3.772726415289451,922222.2222222222,0.20959591196052507,1.4819276215706252,2200000.0
2,1,0,1800000,3800000,4,777,5100000.0,2700000,4600000,1400000,1,13800000.0,2.1111099382722567,950000.0,0.5277774845680642,3.631577991690002,600000.0
3,1,0,1700000,5300000,14,696,300000.0,700000,4500000,800000,1,6300000.0,3.1176452249145736,378571.4285714286,0.22268894463675526,1.1886790210039584,425000.0
3,1,0,3900000,14100000,16,496,2500000.0,2200000,13700000,2900000,0,21300000.0,3.6153836883631567,881250.0,0.2259614805226973,1.51063819073488,975000.0
2,1,1,2200000,7900000,6,659,3400000.0,1800000,8600000,2400000,1,16200000.0,3.5909074586784278,1316666.6666666667,0.5984845764464046,2.0506326518186517,733333.3333333334
3,0,1,6300000,17700000,2,542,16800000.0,900000,16400000,5300000,0,39400000.0,2.80952336356772,8850000.0,1.40476168178386,2.2259885748029054,1575000.0
2,0,0,2200000,8700000,18,729,3900000.0,3300000,7600000,1300000,1,16100000.0,3.9545436570256105,483333.3333333333,0.21969686983475611,1.8505744999339655,733333.3333333334
1,1,0,8100000,28400000,6,744,20300000.0,10500000,21800000,7700000,1,60300000.0,3.506172406645382,4733333.333333333,0.5843620677742303,2.123239361857769,4050000.0
4,0,0,6800000,17000000,2,749,18000000.0,3800000,27100000,9400000,1,58300000.0,2.499999632352995,8500000.0,1.2499998161764976,3.4294115629757904,1360000.0
0,1,0,4700000,14800000,20,755,12300000.0,5000000,15400000,3700000,1,36400000.0,3.1489355002264894,740000.0,0.15744677501132445,2.4594592932797776,4700000.0
3,1,1,2200000,5300000,2,506,1600000.0,1700000,5800000,2800000,0,11900000.0,2.4090898140500845,2650000.0,1.2045449070250422,2.245282595229699,550000.0
3,1,1,3500000,13000000,6,391,6100000.0,3500000,13300000,4300000,0,27200000.0,3.7142846530615277,2166666.6666666665,0.6190474421769212,2.092307531360959,875000.0
1,0,1,3500000,11600000,10,898,3100000.0,2700000,9000000,4500000,1,19300000.0,3.314284767347209,1160000.0,0.3314284767347209,1.6637929600178483,1750000.0
5,0,0,500000,1500000,12,527,100000.0,600000,1100000,200000,0,2000000.0,2.999994000012,125000.0,0.249999500001,1.333332444445037,83333.33333333333
5,0,0,9900000,35800000,20,470,9500000.0,18400000,39100000,14700000,0,81700000.0,3.616161250892803,1790000.0,0.18080806254464016,2.2821228412814847,1650000.0
1,1,0,8400000,25000000,12,694,5300000.0,14900000,23000000,7700000,1,50900000.0,2.9761901218821283,2083333.3333333333,0.24801584349017736,2.035999918560003,4200000.0
1,1,0,5000000,18800000,14,325,13100000.0,5700000,12800000,4300000,0,35900000.0,3.7599992480001503,1342857.142857143,0.2685713748571536,1.9095743665120017,2500000.0
4,0,1,5500000,13400000,10,880,300000.0,800000,19900000,2800000,1,23800000.0,2.43636319338851,1340000.0,0.24363631933885102,1.7761192704388604,1100000.0
5,1,1,3000000,11900000,14,459,6000000.0,4800000,11700000,4200000,0,26700000.0,3.9666653444448854,850000.0,0.28333323888892037,2.243697290445606,500000.0
3,0,1,9400000,21400000,10,323,5100000.0,15500000,29600000,11300000,0,61500000.0,2.2765955024898403,2140000.0,0.22765955024898402,2.8738316414097365,2350000.0
4,1,0,7600000,29000000,8,739,22100000.0,8100000,22100000,8800000,1,61100000.0,3.815788971606714,3625000.0,0.47697362145083927,2.1068964790725353,1520000.0
0,0,1,5500000,16300000,10,724,11900000.0,1500000,11900000,6200000,1,31500000.0,2.9636358247934864,1630000.0,0.29636358247934863,1.932515218864097,5500000.0
1,1,0,3100000,7400000,18,487,8400000.0,1200000,9200000,4500000,0,23300000.0,2.3870960041625793,411111.1111111111,0.13261644467569886,3.1486482231556456,1550000.0
3,1,0,7700000,27700000,4,439,13900000.0,7500000,27100000,6200000,1,54700000.0,3.5974021302075156,6925000.0,0.8993505325518789,1.9747291705873946,1925000.0
2,1,0,9800000,25400000,2,655,19900000.0,4600000,21300000,7900000,1,53700000.0,2.5918364702207684,12700000.0,1.2959182351103842,2.1141731451112933,3266666.6666666665
3,0,0,3200000,9200000,14,443,3300000.0,1100000,7200000,4500000,0,16100000.0,2.8749991015627807,657142.8571428572,0.20535707868305578,1.7499998097826295,800000.0
2,1,0,700000,2600000,20,489,100000.0,200000,2400000,900000,0,3600000.0,3.7142804081708456,130000.0,0.18571402040854226,1.3846148520712107,233333.33333333334
4,0,1,3100000,8600000,14,427,3100000.0,3800000,9900000,3700000,0,20500000.0,2.774192653486241,614285.7142857143,0.19815661810616006,2.383720653055738,620000.0
0,1,1,4500000,10500000,20,417,9800000.0,2000000,9600000,5800000,0,27200000.0,2.33333281481493,525000.0,0.11666664074074651,2.5904759437641958,4500000.0
5,0,1,8900000,24800000,18,842,16200000.0,5000000,20000000,8100000,1,49300000.0,2.786516540840838,1377777.7777777778,0.15480647449115767,1.9879031456490668,1483333.3333333333
3,0,0,5900000,23200000,2,307,15500000.0,10000000,21100000,6300000,1,52900000.0,3.932202723355471,11600000.0,1.9661013616777354,2.280172315509814,1475000.0
2,0,0,1500000,4500000,18,428,4500000.0,1200000,5600000,1100000,0,12400000.0,2.9999980000013333,250000.0,0.16666655555562962,2.755554943210013,500000.0
4,0,1,6300000,15200000,16,415,15500000.0,1800000,20700000,7900000,0,45900000.0,2.4126980297304716,950000.0,0.15079362685815448,3.0197366434383786,1260000.0
3,0,1,6500000,18200000,20,405,10400000.0,2800000,21300000,6700000,0,41200000.0,2.7999995692308355,910000.0,0.13999997846154177,2.2637361393551574,1625000.0
4,1,0,8000000,31500000,18,683,10300000.0,7900000,30100000,9600000,1,57900000.0,3.9374995078125616,1750000.0,0.21874997265625343,1.83809517974301,1600000.0
1,1,1,3300000,10600000,14,742,300000.0,600000,8400000,4500000,1,13800000.0,3.2121202387514427,757142.8571428572,0.22943715991081734,1.301886669633333,1650000.0
4,0,0,3900000,10000000,10,530,10900000.0,200000,12300000,1900000,0,25300000.0,2.564101906640537,1000000.0,0.2564101906640537,2.5299997470000255,780000.0
3,1,0,1600000,3500000,10,844,4500000.0,2200000,5200000,1600000,1,13500000.0,2.1874986328133543,350000.0,0.21874986328133544,3.8571417551023557,400000.0
2,0,1,3900000,13900000,18,715,5000000.0,5600000,9900000,2100000,1,22600000.0,3.564101650230346,772222.2222222222,0.19800564723501923,1.6258991636043767,1300000.0
3,1,1,8000000,26300000,12,476,21700000.0,6600000,16400000,9000000,0,53700000.0,3.2874995890625516,2191666.6666666665,0.2739582990885459,2.041825017421102,2000000.0
2,1,0,2200000,4800000,6,721,1800000.0,100000,6900000,2200000,1,11000000.0,2.1818171900830956,800000.0,0.3636361983471826,2.2916661892362105,733333.3333333334
4,0,0,7600000,30300000,12,339,20400000.0,8000000,22200000,5800000,0,56400000.0,3.9868415806787394,2525000.0,0.33223679838989495,1.8613860771819777,1520000.0
5,0,1,2700000,6800000,6,461,4500000.0,2000000,8200000,1700000,0,16400000.0,2.5185175857342275,1133333.3333333333,0.41975293095570454,2.411764351211125,450000.0
2,1,1,6300000,23200000,12,556,7000000.0,8300000,24200000,5300000,1,44800000.0,3.682539098009667,1933333.3333333333,0.3068782581674722,1.9310343995243793,2100000.0
3,0,0,7700000,18700000,8,483,15100000.0,5600000,24600000,10200000,0,55500000.0,2.4285711131725827,2337500.0,0.30357138914657283,2.9679142797906803,1925000.0
2,1,0,4500000,17200000,18,406,4100000.0,6300000,13800000,3300000,0,27500000.0,3.822221372839695,955555.5555555555,0.21234563182442748,1.5988371163466792,1500000.0
2,1,1,9400000,24800000,14,513,24200000.0,18200000,37200000,7500000,0,87100000.0,2.638297591670469,1771428.5714285714,0.18844982797646206,3.512096632576749,3133333.3333333335
0,0,0,4600000,12600000,16,574,3400000.0,6200000,15100000,3600000,1,28300000.0,2.7391298393196,787500.0,0.171195614957475,2.2460315677752725,4600000.0
0,1,1,5200000,15700000,6,692,3800000.0,7000000,12800000,5500000,1,29100000.0,3.019230188609579,2616666.6666666665,0.5032050314349298,1.8535030666558556,5200000.0
5,1,1,8000000,29800000,18,867,17700000.0,14100000,22800000,9200000,1,63800000.0,3.7249995343750584,1655555.5555555555,0.20694441857639212,2.140939525471828,1333333.3333333333
1,0,1,9900000,38500000,2,875,19600000.0,2900000,20200000,6500000,1,49200000.0,3.888888496071869,19250000.0,1.9444442480359345,1.2779220447292976,4950000.0
4,1,1,8500000,18600000,10,597,16600000.0,3200000,21000000,11600000,1,52400000.0,2.188235036678231,1860000.0,0.2188235036678231,2.8172041496126803,1700000.0
2,1,1,4900000,12000000,20,513,14200000.0,8100000,18300000,4800000,0,45400000.0,2.448979092045083,600000.0,0.12244895460225416,3.7833330180555818,1633333.3333333333
3,1,1,7000000,24200000,2,354,18200000.0,7000000,15900000,7900000,1,49000000.0,3.4571423632653766,12100000.0,1.7285711816326883,2.0247933047606073,1750000.0
2,0,0,9600000,25900000,18,647,11800000.0,9900000,35600000,11500000,1,68800000.0,2.6979163856337096,1438888.888888889,0.14988424364631722,2.656370553808087,3200000.0
1,1,0,9700000,23700000,6,875,11500000.0,14400000,38100000,10400000,1,74400000.0,2.4432987171856992,3950000.0,0.4072164528642832,3.139240373871714,4850000.0
1,1,0,6200000,14300000,20,819,7500000.0,11700000,16700000,4300000,1,40200000.0,2.3064512408949613,715000.0,0.11532256204474806,2.811188614602195,3100000.0
4,0,1,4100000,9600000,10,521,11900000.0,7100000,14100000,4900000,0,38000000.0,2.341462843545648,960000.0,0.2341462843545648,3.9583329210069875,820000.0
0,1,1,6100000,19900000,20,761,4500000.0,3700000,12700000,7100000,1,28000000.0,3.2622945471648284,995000.0,0.16311472735824142,1.4070351051741152,6100000.0
0,1,0,700000,1900000,18,572,1400000.0,1000000,2000000,300000,1,4700000.0,2.7142818367402333,105555.55555555556,0.1507934353744574,2.473682908587943,700000.0
3,1,0,6400000,24100000,12,571,19000000.0,11500000,13200000,7500000,1,51200000.0,3.765624411621186,2008333.3333333333,0.31380203430176545,2.124481239648081,1600000.0
4,1,1,3800000,7800000,20,891,4600000.0,7000000,14300000,3300000,1,29200000.0,2.0526310387813056,390000.0,0.10263155193906529,3.743589263642402,760000.0
1,0,0,4900000,14800000,12,895,8600000.0,8200000,18300000,5200000,1,40300000.0,3.0204075468556026,1233333.3333333333,0.2517006289046335,2.7229727889883253,2450000.0
2,1,0,2100000,6600000,20,580,3800000.0,4100000,6200000,2100000,1,16200000.0,3.142855646259216,330000.0,0.1571427823129608,2.4545450826446844,700000.0
2,1,0,6200000,23400000,8,605,10000000.0,10800000,21800000,9200000,1,51800000.0,3.7741929396463,2925000.0,0.4717741174557875,2.213675119073713,2066666.6666666667
4,0,0,1600000,5100000,8,705,2400000.0,800000,5100000,1900000,1,10200000.0,3.187498007813745,637500.0,0.3984372509767181,1.999999607843214,320000.0
1,0,1,1300000,5000000,20,423,900000.0,800000,3900000,1600000,0,7200000.0,3.8461508875762402,250000.0,0.192307544378812,1.4399997120000576,650000.0
5,0,1,7300000,22500000,2,846,9800000.0,4700000,20300000,5700000,1,40500000.0,3.0821913586039233,11250000.0,1.5410956793019617,1.7999999200000036,1216666.6666666667
2,0,0,2100000,5000000,4,542,700000.0,600000,6600000,3100000,0,11000000.0,2.380951247166073,1250000.0,0.5952378117915182,2.199999560000088,700000.0
5,0,0,600000,2400000,18,631,600000.0,300000,2100000,900000,1,3900000.0,3.9999933333444444,133333.33333333334,0.22222185185246915,1.6249993229169488,100000.0
4,1,0,7000000,24500000,18,318,4300000.0,1700000,16300000,3600000,0,25900000.0,3.4999995000000714,1361111.111111111,0.19444441666667062,1.0571428139941708,1400000.0
1,0,1,3000000,6800000,10,541,5800000.0,5700000,10700000,2900000,0,25100000.0,2.266665911111363,680000.0,0.2266665911111363,3.691175927768246,1500000.0
1,1,0,900000,2900000,20,782,0.0,1500000,3500000,800000,1,5800000.0,3.222218641979287,145000.0,0.16111093209896432,1.9999993103450655,450000.0
2,1,0,9600000,35000000,2,888,12600000.0,6500000,37900000,5800000,1,62800000.0,3.6458329535590672,17500000.0,1.8229164767795336,1.7942856630204096,3200000.0
0,1,0,1500000,3600000,14,747,200000.0,1400000,3000000,1200000,1,5800000.0,2.3999984000010666,257142.85714285713,0.17142845714293334,1.6111106635803711,1500000.0
0,1,1,5000000,18900000,6,641,4300000.0,8500000,19600000,6700000,1,39100000.0,3.7799992440001513,3150000.0,0.6299998740000252,2.068782959323653,5000000.0
3,1,1,500000,1700000,4,640,400000.0,700000,1300000,200000,1,2600000.0,3.3999932000136,425000.0,0.8499983000034,1.5294108650524323,125000.0
4,0,0,7600000,28100000,12,324,12500000.0,8500000,19900000,11100000,0,52000000.0,3.697367934556851,2341666.6666666665,0.3081139945464042,1.850533741973888,1520000.0
4,1,0,5500000,21200000,20,359,4200000.0,5300000,18600000,6400000,0,34500000.0,3.8545447537191357,1060000.0,0.1927272376859568,1.6273584138038484,1100000.0
0,0,1,6600000,23300000,12,338,2400000.0,800000,18900000,9300000,0,31400000.0,3.530302495408713,1941666.6666666667,0.29419187461739277,1.3476394271399388,6600000.0
0,1,0,1400000,3200000,14,384,3100000.0,800000,3400000,2000000,0,9300000.0,2.2857126530623906,228571.42857142858,0.16326518950445648,2.9062490917971586,1400000.0
5,0,1,8800000,26600000,16,545,19100000.0,16600000,30400000,7600000,0,73700000.0,3.022726929235576,1662500.0,0.1889204330772235,2.7706765875685493,1466666.6666666667
5,0,0,6200000,24200000,18,610,10200000.0,7800000,19600000,8300000,1,45900000.0,3.903225176899165,1344444.4444444445,0.21684584316106473,1.8966941365002423,1033333.3333333334
2,1,1,8300000,27900000,18,840,12600000.0,3500000,19100000,9200000,1,44400000.0,3.361445378139111,1550000.0,0.18674696545217284,1.5913977924230183,2766666.6666666665
3,0,0,2400000,8100000,6,630,5100000.0,2900000,9100000,2300000,1,19400000.0,3.3749985937505858,1350000.0,0.5624997656250976,2.395061432708465,600000.0
1,1,0,9100000,31200000,4,508,12800000.0,11700000,31100000,7800000,1,63400000.0,3.428571051805379,7800000.0,0.8571427629513447,2.0320512169214355,4550000.0
0,0,1,9500000,34900000,4,535,800000.0,14100000,25600000,14000000,1,54500000.0,3.6736838238227554,8725000.0,0.9184209559556888,1.5616045397821048,9500000.0
1,1,0,1200000,3400000,20,717,3100000.0,1500000,2500000,900000,1,8000000.0,2.8333309722241897,170000.0,0.1416665486112095,2.3529404844292694,600000.0
2,1,1,7700000,19300000,8,735,1200000.0,1900000,23800000,10400000,1,37300000.0,2.5064931809749114,2412500.0,0.3133116476218639,1.932642386909721,2566666.6666666665
5,1,1,7800000,22000000,20,528,5800000.0,8800000,24700000,4900000,0,44200000.0,2.820512458908659,1100000.0,0.14102562294543294,2.009090817768599,1300000.0
0,1,1,9400000,20000000,4,350,3300000.0,1400000,37200000,4700000,0,46600000.0,2.127659348121346,5000000.0,0.5319148370303365,2.329999883500006,9400000.0
0,0,0,1700000,5700000,12,422,3400000.0,1100000,6500000,900000,0,11900000.0,3.3529392041534094,475000.0,0.27941160034611745,2.087718931979135,1700000.0
5,1,0,4000000,13700000,6,496,5700000.0,1400000,15800000,3700000,0,26600000.0,3.424999143750214,2283333.3333333335,0.5708331906250357,1.9416056976930147,666666.6666666666
4,0,0,4200000,15500000,18,794,7300000.0,700000,13400000,2200000,1,23600000.0,3.6904753117915923,861111.1111111111,0.20502640621064402,1.5225805469302873,840000.0
2,1,0,2400000,7700000,6,719,6000000.0,1700000,6700000,1600000,1,16000000.0,3.208331996528335,1283333.3333333333,0.5347219994213891,2.077921808062103,800000.0
3,0,1,2700000,6100000,14,630,3900000.0,2800000,10600000,2300000,1,19600000.0,2.2592584224968806,435714.28571428574,0.16137560160692005,3.2131142273583233,675000.0
3,0,1,600000,1800000,4,843,1400000.0,300000,1700000,400000,1,3800000.0,2.9999950000083335,450000.0,0.7499987500020834,2.1111099382722567,150000.0
2,1,0,4600000,15600000,2,764,7700000.0,1500000,16000000,5800000,1,31000000.0,3.3913036105861716,7800000.0,1.6956518052930858,1.9871793597961949,1533333.3333333333
3,1,0,7200000,17700000,4,662,13100000.0,11500000,16300000,5300000,1,46200000.0,2.4583329918981955,4425000.0,0.6145832479745489,2.610169344058229,1800000.0
0,0,0,4700000,15500000,16,311,12800000.0,200000,17500000,2700000,0,33200000.0,3.297871638750715,968750.0,0.2061169774219197,2.1419353456815906,4700000.0
4,0,0,4300000,10100000,2,606,9900000.0,1800000,8900000,5500000,1,26100000.0,2.348836663061241,5050000.0,1.1744183315306205,2.5841581599843404,860000.0
5,1,0,4700000,10200000,16,874,10800000.0,7700000,11100000,7000000,1,36600000.0,2.170212304210148,637500.0,0.13563826901313425,3.588234942329908,783333.3333333334
4,0,1,8700000,30000000,4,370,17600000.0,15600000,34600000,12100000,1,79900000.0,3.4482754657154637,7500000.0,0.8620688664288659,2.6633332445555586,1740000.0
1,1,0,7000000,20500000,10,414,19700000.0,7500000,20700000,5100000,0,53000000.0,2.9285710102041413,2050000.0,0.2928571010204141,2.5853657275431354,3500000.0
2,0,0,600000,1100000,10,800,1200000.0,200000,2300000,900000,1,4600000.0,1.8333302777828704,110000.0,0.18333302777828703,4.1818143801687455,200000.0
1,0,0,6800000,16900000,12,779,13800000.0,10200000,23400000,4400000,1,51800000.0,2.4852937521626837,1408333.3333333333,0.2071078126802236,3.065088576030262,3400000.0
1,0,0,6400000,14100000,20,553,11700000.0,4500000,20000000,3600000,1,39800000.0,2.2031246557617727,705000.0,0.11015623278808863,2.82269483526987,3200000.0
4,0,0,7600000,29900000,18,445,4800000.0,13900000,18400000,5700000,0,42800000.0,3.934210008656578,1661111.111111111,0.2185672227031432,1.4314380792161177,1520000.0
3,0,0,9000000,21400000,8,496,16400000.0,7300000,31800000,12500000,0,68000000.0,2.377777513580276,2675000.0,0.2972221891975345,3.177569944973367,2250000.0
0,1,1,2400000,5900000,10,650,5100000.0,3700000,5300000,2300000,1,16400000.0,2.4583323090282048,590000.0,0.24583323090282047,2.7796605458202466,2400000.0
3,0,0,6800000,17900000,6,783,20000000.0,9800000,23600000,5500000,1,58900000.0,2.632352554065801,2983333.3333333335,0.4387254256776335,3.290502609469128,1700000.0
5,1,1,3500000,13500000,10,535,3100000.0,5700000,12500000,3100000,0,24400000.0,3.8571417551023557,1350000.0,0.38571417551023557,1.8074072735253872,583333.3333333334
4,1,1,8900000,34000000,20,415,13500000.0,3100000,33600000,12800000,0,63000000.0,3.8202242898624394,1700000.0,0.19101121449312197,1.85294112197232,1780000.0
0,0,0,6000000,15300000,8,709,8900000.0,1700000,16400000,3500000,1,30500000.0,2.549999575000071,1912500.0,0.31874994687500885,1.9934639219958221,6000000.0
3,0,0,700000,2500000,14,819,1600000.0,1000000,2100000,900000,1,5600000.0,3.5714234693950435,178571.42857142858,0.2551016763853603,2.2399991040003586,175000.0
0,0,1,6800000,17300000,18,841,10500000.0,8600000,16000000,8700000,1,43800000.0,2.5441172729239305,961111.1111111111,0.1413398484957739,2.5317917611681064,6800000.0
4,0,1,5300000,10700000,12,700,15800000.0,1900000,20500000,2900000,1,41100000.0,2.0188675436098973,891666.6666666666,0.16823896196749144,3.841121136343819,1060000.0
1,1,1,1400000,4200000,4,881,2800000.0,1200000,5100000,1300000,1,10400000.0,2.999997857144388,1050000.0,0.749999464286097,2.4761898866214556,700000.0
2,1,1,1400000,4600000,4,804,1900000.0,2200000,5200000,700000,1,10000000.0,3.2857119387771867,1150000.0,0.8214279846942967,2.1739125708885716,466666.6666666667
4,0,0,9200000,21700000,6,653,22700000.0,4600000,29400000,8600000,1,65300000.0,2.358695395793979,3616666.6666666665,0.39311589929899643,3.009216451188182,1840000.0
1,1,1,7900000,29200000,2,663,19600000.0,12100000,28600000,10100000,1,70400000.0,3.696202063771891,14600000.0,1.8481010318859454,2.410958821542506,3950000.0
0,0,0,4500000,17500000,10,495,10300000.0,3500000,9700000,6200000,0,29700000.0,3.8888880246915503,1750000.0,0.388888802469155,1.697142760163271,4500000.0
1,0,0,3800000,9800000,8,335,100000.0,5100000,14200000,1800000,0,21200000.0,2.5789466897508713,1225000.0,0.3223683362188589,2.1632650853811137,1900000.0
5,1,1,1500000,4900000,6,618,3400000.0,1000000,3200000,900000,1,8500000.0,3.2666644888903407,816666.6666666666,0.5444440814817234,1.734693523531934,250000.0
3,0,0,1200000,2400000,12,480,3000000.0,100000,3100000,1700000,0,7900000.0,1.9999983333347222,200000.0,0.1666665277778935,3.2916652951394605,300000.0
4,0,0,1700000,4900000,18,843,4800000.0,2200000,6200000,1800000,1,15000000.0,2.882351245675738,272222.22222222225,0.16013062475976322,3.061223865056354,340000.0
4,1,0,5200000,14100000,16,483,11800000.0,800000,19200000,2700000,0,34500000.0,2.7115379400888577,881250.0,0.1694711212555536,2.4468083371057916,1040000.0
1,0,0,1600000,5100000,12,548,2200000.0,2700000,3600000,800000,0,9300000.0,3.187498007813745,425000.0,0.2656248339844788,1.8235290542099893,800000.0
4,1,1,6600000,16000000,16,379,6500000.0,12600000,24700000,4500000,0,48300000.0,2.424242056933022,1000000.0,0.15151512855831387,3.018749811328137,1320000.0
5,0,1,9400000,26600000,20,771,10200000.0,12600000,36900000,11700000,1,71400000.0,2.8297869330013903,1330000.0,0.14148934665006951,2.684210425405623,1566666.6666666667
4,1,1,300000,500000,2,353,600000.0,100000,1200000,400000,0,2300000.0,1.6666611111296297,250000.0,0.8333305555648148,4.5999908000184,60000.0
5,0,0,4600000,11500000,16,668,6500000.0,3100000,10200000,5500000,1,25300000.0,2.499999456521857,718750.0,0.15624996603261607,2.1999998086956687,766666.6666666666
3,0,1,6100000,21300000,2,387,7100000.0,3100000,16300000,4100000,1,30600000.0,3.4918027062618515,10650000.0,1.7459013531309258,1.4366196508629272,1525000.0
0,0,1,1500000,4100000,12,789,3600000.0,1600000,5800000,1300000,1,12300000.0,2.733331511112326,341666.6666666667,0.22777762592602718,2.9999992682928616,1500000.0
0,1,1,400000,900000,2,855,5700000.0,500000,1300000,400000,1,7900000.0,2.2499943750140625,450000.0,1.1249971875070313,8.777768024702194,400000.0
0,0,0,8700000,33600000,14,751,7100000.0,13700000,22800000,7000000,1,50600000.0,3.8620685216013193,2400000.0,0.27586203725723707,1.505952336132371,8700000.0
3,0,0,7000000,21600000,12,739,1600000.0,7600000,24500000,8400000,1,42100000.0,3.0857138448980224,1800000.0,0.2571428204081685,1.9490739838391675,1750000.0
